V2Codes | Description
41083005 | Alcohol-induced sleep disorder (disorder)
724732000 | Sleep disorder caused by psychoactive substance (disorder)
56194001 | Caffeine-induced sleep disorder (disorder)
135331000119105 | Circadian rhythm sleep disorder caused by alcohol (disorder)
22574000 | Cocaine-induced sleep disorder (disorder)
135321000119107 | Hypersomnia caused by alcohol (disorder)
135311000119100 | Insomnia caused by alcohol (disorder)
135301000119103 | Parasomnia caused by alcohol (disorder)
57588009 | Sedative, hypnotic AND/OR anxiolytic-induced sleep disorder (disorder)
723937009 | Sleep disorder caused by cannabis (disorder)
724699001 | Sleep disorder caused by nicotine (disorder)
737342004 | Sleep disorder caused by synthetic cannabinoid (disorder)
762334004 | Sleep disorder caused by stimulant (disorder
25753007 | Amphetamine-induced sleep disorder (disorder)
887881000000101 | On melatonin for sleep disorder (situation)
31491000119109 | Disruptions of 24 hour sleep-wake cycle (disorder)
713524002 | Sleep disorder caused by reverse transcriptase inhibitor (disorder)
789046004 | Sleep-related movement disorder caused by drug (disorder)
80623000 | Sleep-wake schedule disorder, delayed phase type (disorder)
697914005 | Pulmonary hypertension due to sleep-disordered breathing (disorder)
787175002 | Ankyrin 3 related intellectual disability, sleep disturbance syndrome (disorder)
248262001 | Always sleepy 
248261008 | Oversleeps (disorder)
326781000000101 | Insomnia severity index (assessment scale)
53758003 | Mood insomnia (finding)
38376001 | Initial mood insomnia (finding)
45291004 | Middle mood insomnia (finding)
3277001 | Terminal mood insomnia (finding)
272025006 | Complaining of insomnia (finding)
1109721000000108 | Digital cognitive behavioural therapy for insomnia (regime/therapy)
868185009 | Cognitive behavioral therapy for insomnia (regime/therapy)
440313002 | Education about stimulus control behavior in insomnia (procedure)
1107181000000104 | Signposting for digital cognitive behavioural therapy for insomnia (procedure)
1107201000000100 | Self referral for digital cognitive behavioural therapy for insomnia (procedure
1107191000000102 | Referral for digital cognitive behavioural therapy for insomnia (procedure
1072611000000100 | Does not sleep (finding)
1072621000000106 | Does not sleep with sedation (finding)
1069241000000104 | Does not sleep without sedation (finding)
248255005 | Cannot sleep at all (finding)
248260009 | Unrefreshed by sleep (disorder)
272265001 | Appliance for sleep apnea (physical object)
438517001 | Referral to sleep clinic (procedure)
247958000 | Blank, staring face while sleep walking (finding)
419057008 | Finding related to sleep walking (finding)
247955002 | Low level of awareness while sleep walking (finding)
247957005 | Low level of motor skill while sleep walking (finding)
247956001 | Low level of reactivity while sleep walking (finding)
247961004 | No recollection of sleep walk (finding)
247959008 | Unresponsive to communication while sleep walking (finding)
1057371000000102 | Signposting to the Sleep Council (procedure)
1363171000000104 | Registration for access to online sleep management self-management application (procedure)
985541000000106 | Health of the Nation Outcome Scales for People with Learning Disabilities rating scale 10 - problems with sleeping (assessment scale)
