Specialist Dermatology Referral
V2Codes | Description
25028003 | Dermatology consultation and report, comprehensive (procedure)
73007006 | Dermatology consultation and report (procedure)
504181000000101 | Referral to dermatology clinical assessment service (procedure)
37550003 | Hospital-based outpatient dermatology clinic (environment)
248991000000109 |  Referral to dermatology special interest general practitioner (procedure)
342011000000109 |  Seen by general practitioner with special interest in dermatology (finding)
305670001 | Seen by dermatologist (finding)
308472003 | Referral to dermatologist (procedure)
183897008 | Private referral to dermatologist (procedure)
305966007 | Referral by dermatologist (procedure)
306427002 | Discharge by dermatologist (procedure)
305271006 | Admission by dermatologist (procedure)
305670001 |  Seen by dermatologist (finding)
305481008 | Under care of dermatologist (finding)
511291000000108 | Referral to eczema clinic (procedure)
382711000000103 |  Seen in fast track suspected skin cancer clinic (finding)
